dataset,category,prompt,z_s2
Numb_1P,A1_numb,"The chili oil coats my lips and tongue, both still frozen from the numbing gel. I feel:",0.1337624608319152
Numb_1P,A1_numb,"A wire brush drags across my knuckles, over the thick keloid scar where nothing registers anymore. I feel:",1.201174594131176
Numb_1P,A1_numb,"The frostbite blackens the tip of my ear, though the tissue there stopped feeling anything hours ago. I feel:",0.6812303101523837
Numb_1P,A1_numb,"I slam my elbow into the door frame straight on the funny bone, but the arm has been asleep for an hour. I feel:",0.1782123422091485
Numb_1P,A1_numb,"The tattoo needle drives into my ribs, and the numbing cream has done its job perfectly. I feel:",0.3422686261524708
Numb_1P,A1_numb,"My eardrum ruptures with a small wet pop, but the infection had already deadened the whole side of my head. I feel:",0.6121156197122581
Numb_1P,A1_numb,"The cat's claws rake down my forearm, into the tattooed patch that lost sensation years back. I feel:",0.8802616180177624
Numb_1P,A1_numb,"A fishhook catches through the meat of my palm, right in the old scar where nothing gets through. I feel:",0.9389976225063221
Numb_1P,A1_numb,"The hot pan handle sears my fingertips, but the callus there is thick enough to feel nothing. I feel:",0.31682660217317876
Numb_1P,A1_numb,"My jaw locks tight in a spasm, though the muscles only feel clamped, not sore. I feel:",0.190896675055845
Numb_1P,A1_numb,"The bicycle chain snaps and whips across my shin, over the plate where the nerves never grew back. I feel:",1.0674193633226305
Numb_1P,A1_numb,"A sliver of metal embeds itself in my thumb pad, deep into the numb tissue past the old burn. I feel:",0.7914855969873122
Numb_1P,A1_numb,"The dry ice sticks to my palm for a second, but my hand is anesthetized from the procedure. I feel:",0.0698802415906011
Numb_1P,A1_numb,"My tendon snaps in the back of my heel with a clean twang, and somehow the rupture doesn't hurt at all. I feel:",0.45653932185504564
Numb_1P,A1_numb,"The porcupine quill slides into my calf, straight through skin that's been dead since the graft healed. I feel:",0.2423628028749999
Numb_1P,A1_numb,"A wooden splinter drives up under my fingernail, but that finger has never had feeling since childhood. I feel:",0.7610443267442545
Numb_1P,A1_numb,"The hornet stings the back of my hand, and I've been immune to their venom my whole life. I feel:",0.024710254924074176
Numb_1P,A1_numb,"My kneecap slides sideways out of place, painlessly, like a drawer opening on its own. I feel:",-0.021075971574067282
Numb_1P,A1_numb,"The ammonia fumes flood my sinuses, but a bad cold has already dulled everything in my nose. I feel:",0.042696890414812894
Numb_1P,A1_numb,"A hot spark from the welder lands on my forearm, on the leather-tough patch of old scar tissue. I feel:",0.4352475832072404
Numb_1P,A1_numb,"The vinegar splashes into the cut on my hand, but the local has fully taken hold there. I feel:",0.11148658248736182
Numb_1P,A1_numb,"My finger jams backward catching the ball, and the joint gives without any complaint from the nerves. I feel:",0.9095036616667487
Numb_1P,A1_numb,"The scorpion tags the top of my foot, though its sting has never done more than tickle me. I feel:",-0.03779752931711497
Numb_1P,A1_numb,"A curling iron brushes against my scalp, right at the bald patch where the skin doesn't register heat anymore. I feel:",0.17456596683399342
Numb_1P,A1_numb,"The pepper spray hits me in the face, but a lifetime of exposure has burned that reflex right out. I feel:",-0.031083759845931477
Numb_1P,A1_numb,"My shin barks hard against the coffee table, into the leg that fell asleep an hour ago. I feel:",0.40804334809635245
Numb_1P,A1_numb,"The waxing strip rips free from my chest, over ground that's gone permanently numb from repetition. I feel:",1.023358442087664
Numb_1P,A1_numb,"A cactus spine drives into my palm, but the callus is a quarter inch thick and dead through. I feel:",0.9630346539302709
Numb_1P,A1_numb,"The hot wax pools on the back of my hand, and my skin has been trained to feel nothing there. I feel:",0.43285190110819377
Numb_1P,A1_numb,"My wisdom tooth fractures under the pressure, my whole mouth still absent from the sedation. I feel:",0.022702550490251005
Numb_1P,A1_numb,"The razor wire snags my sleeve and my wrist, into the patch of graft where the nerves never came back. I feel:",1.2023554811537727
Numb_1P,A1_numb,"A knuckle cracks the wrong way as I punch the bag, but the fist has gone numb inside the tape. I feel:",0.8027905320652292
Numb_1P,A1_numb,"The industrial soap eats into a fresh scrape on my forearm, and yet the scrape sends nothing up the line. I feel:",0.3514891983954689
Numb_1P,A1_numb,"My tailbone slams down onto the ice, painlessly, as if the whole base of my spine had gone silent. I feel:",0.5141980276697781
Numb_1P,A1_numb,"The champagne cork rockets into my eyebrow, right on the scar where I've had no feeling since the stitches. I feel:",0.2694261658929114
Numb_1P,A1_numb,"A rope burn peels the skin off my palm, but my hand is still frozen from the winch handle. I feel:",0.6270609597279133
Numb_1P,A1_numb,"The nettles lash across my bare shin, and nettles have never once stung me. I feel:",0.11048218864849048
Numb_1P,A1_numb,"My contact lens tears inside my eye, though the drops have already numbed the whole surface. I feel:",0.6884606358228663
Numb_1P,A1_numb,"The salt scrub grinds into a raw patch on my heel, and the anesthetic patch is doing its work. I feel:",0.5786508897312104
Numb_1P,A1_numb,"A tennis ball smacks me square in the mouth, but the dentist's block hasn't worn off yet. I feel:",-0.006502486523437973
Numb_1P,A1_numb,"The bandsaw nicks my finger before I pull it back, into the joint that lost sensation years ago. I feel:",1.0651089803843168
Numb_1P,A1_numb,"My ankle rolls with a soft grinding pop, the tendon giving without any of the usual signal. I feel:",1.1896587539812993
Numb_1P,A1_numb,"The wax burns down the length of my inner arm, over skin that trained itself dead a long time ago. I feel:",1.1011386808164858
Numb_1P,A1_numb,"A rat trap snaps down on my fingertip, but that fingertip has been an unfeeling stump since the accident. I feel:",0.37930796030107533
Numb_1P,A1_numb,"The chemical peel starts to bubble across my cheek, and the numbing cream is holding fast. I feel:",-0.13978554894166564
Numb_1P,A1_numb,"My rotator cuff tears as I reach overhead, though the joint gives up its structure without any complaint. I feel:",0.941689408071185
Numb_1P,A1_numb,"The fiberglass slivers work into my forearms, into the skin I've hardened past feeling over the years. I feel:",1.1064318640582287
Numb_1P,A1_numb,"A hot solder droplet lands on the web of my thumb, right in the scar where nothing gets through. I feel:",0.5789490085345513
Numb_1P,A1_numb,"The ski edge slices across the back of my calf, but the cold has locked the whole leg into silence. I feel:",0.5347445952678263
Numb_1P,A1_numb,"My cornea abrades under the flipped eyelash, though the drops have taken every signal offline. I feel:",0.9422850410766094
Numb_1P,A1_numb,"The barbed wire catches the meat of my thigh, into the graft that never rewired itself. I feel:",1.2124430515998958
Numb_1P,A1_numb,"A hangnail rips down to the quick, but the finger has been dead since the crush injury. I feel:",0.08188389418833088
Numb_1P,A1_numb,"The centipede sinks its pincers into the arch of my foot, and its venom is nothing to me. I feel:",0.3611429170559627
Numb_1P,A1_numb,"My clavicle snaps clean across as I hit the ground, painlessly, with only a small dull click. I feel:",0.6566539744068257
Numb_1P,A1_numb,"The peroxide foams up in the open wound, but the local has drowned every nerve underneath. I feel:",0.7216640269103989
Numb_1P,A1_numb,"A staple pops loose from the surgical seam, though the incision line has stayed numb since day one. I feel:",-0.15470793930125828
Numb_1P,A1_numb,"The frozen metal handrail bonds to the skin of my palm, on the callus that hasn't felt a thing in years. I feel:",0.6391613485268286
Numb_1P,A1_numb,"My knuckle splits open against the concrete wall, but my hand is bandaged and blocked from feeling. I feel:",0.3291162815491013
Numb_1P,A1_numb,"The eyelash curler pinches the lid, right on the little scar where sensation just doesn't reach. I feel:",0.6332683000708592
Numb_1P,A1_numb,"A splinter of bone shifts under my skin as I flex, and yet the fracture reports nothing back. I feel:",1.0714758346923425
Numb_1P,A1_numb,"The lye splashes onto my forearm, but the barrier cream has done exactly what it promised. I feel:",-0.04340041955296589
Numb_1P,A1_numb,"My gum splits open around the crown, though the whole quadrant is still asleep from the injection. I feel:",0.6055579129406434
Numb_1P,A1_numb,"The rolling pin crushes down on my knuckles, into the joint that's been arthritic and quiet for months. I feel:",1.308255724364705
Numb_1P,A1_numb,"A stingray brushes past my ankle and lays open a shallow cut, but its sting has never worked on me. I feel:",-0.6275691018930468
Numb_1P,A1_numb,"The oven rack brands a stripe across my forearm, on the very patch of scar that stopped feeling long ago. I feel:",0.8823833653637644
Numb_1P,A1_numb,"My meniscus tears as I pivot, giving way with a wet soft sound and no protest from the nerves. I feel:",0.8301377553734944
Numb_1P,A1_numb,"The last flake of sunburn lifts off my nose, over pink new skin that somehow refuses to sting. I feel:",0.7210507597016333
Arousal_1P,P1,I cross the finish line first. I feel:,-0.596422513899783
Arousal_1P,P1,The judge announces my name as the winner. I feel:,-0.718567712720891
Arousal_1P,P1,I score the winning goal in the final seconds. I feel:,-0.43656106684310275
Arousal_1P,P1,My opponent concedes defeat. I feel:,-0.4911506277373322
Arousal_1P,P1,The championship trophy is placed in my hands. I feel:,-0.4200451365068719
Arousal_1P,P1,I break the world record. I feel:,-0.6002274459546936
Arousal_1P,P1,The crowd chants my name after the victory. I feel:,-0.06652644284059406
Arousal_1P,P1,I overcome my rival in the final round. I feel:,-0.392251919004391
Arousal_1P,P1,My team lifts me on their shoulders. I feel:,0.08394928765879853
Arousal_1P,P1,I land the perfect routine and see perfect scores. I feel:,0.24544435471713932
Arousal_1P,P1,The underdog story ends with my triumph. I feel:,0.04340120049625671
Arousal_1P,P1,I win against all odds. I feel:,0.0225288535873411
Arousal_1P,P1,The gold medal hangs around my neck. I feel:,0.10117757683071245
Arousal_1P,P1,I dominate the competition completely. I feel:,0.2333001827105
Arousal_1P,P1,My strategy works perfectly and I win. I feel:,-0.09819245888912984
Arousal_1P,P1,The scoreboard shows my decisive victory. I feel:,-0.38938646172833735
Arousal_1P,P1,I claim the championship title. I feel:,-0.06957733636063901
Arousal_1P,P1,My years of training culminate in this win. I feel:,0.1543239167359271
Arousal_1P,P1,I stand alone at the top of the podium. I feel:,0.1570764395354405
Arousal_1P,P1,The final whistle confirms my team's victory. I feel:,-0.6940794472251623
Arousal_1P,P2,My child is born healthy and strong. I feel:,-0.12141996701698607
Arousal_1P,P2,I reunite with my family after years apart. I feel:,-0.05616226731920609
Arousal_1P,P2,Everyone I love is gathered around the table. I feel:,0.11290338995894354
Arousal_1P,P2,The person I love says yes to my proposal. I feel:,-0.1698205271397443
Arousal_1P,P2,I laugh until tears stream down my face. I feel:,0.2918622635706783
Arousal_1P,P2,My surprise party fills the room with my dearest friends. I feel:,-0.4203444393210086
Arousal_1P,P2,I hold my newborn grandchild for the first time. I feel:,-0.38314103150617457
Arousal_1P,P2,The wedding ceremony begins and I see my partner. I feel:,-0.45698118460733567
Arousal_1P,P2,My best friend returns from deployment safely. I feel:,-0.17027251696309595
Arousal_1P,P2,The adoption is finalized and the child is mine. I feel:,0.33304709662414844
Arousal_1P,P2,I dance at my daughter's wedding. I feel:,0.2040335015602743
Arousal_1P,P2,My pet greets me with boundless excitement. I feel:,-0.4581335294122389
Arousal_1P,P2,The good news arrives after weeks of waiting. I feel:,-0.7037194112070502
Arousal_1P,P2,I watch the sunrise with someone I love. I feel:,-0.14414353999679158
Arousal_1P,P2,My childhood dream comes true. I feel:,-1.052795520025603
Arousal_1P,P2,I receive an unexpected gift from a loved one. I feel:,0.03524979000182993
Arousal_1P,P2,The whole family sings together. I feel:,-1.0213430541795279
Arousal_1P,P2,I see genuine delight in my child's eyes. I feel:,0.2146657169724471
Arousal_1P,P2,An old friend recognizes me after many years. I feel:,-0.08797054100526648
Arousal_1P,P2,The perfect moment unfolds exactly as I hoped. I feel:,-0.4272976812735643
Arousal_1P,P3,The countdown reaches zero and the rocket launches. I feel:,-1.3398464927484126
Arousal_1P,P3,I am about to step onto the stage before thousands. I feel:,-0.6802494453791132
Arousal_1P,P3,The curtain rises and the show begins. I feel:,-1.0105249238807017
Arousal_1P,P3,I am moments away from meeting my hero. I feel:,-0.8319416839918515
Arousal_1P,P3,The plane lands in a country I have always wanted to visit. I feel:,-1.2785657215674167
Arousal_1P,P3,I unwrap a gift I have waited months for. I feel:,-0.7909358129105747
Arousal_1P,P3,The envelope contains news that will change everything. I feel:,-0.651711787386728
Arousal_1P,P3,I am about to perform my first solo concert. I feel:,-0.26863418862914323
Arousal_1P,P3,The starting gun is about to fire. I feel:,-1.421840096873244
Arousal_1P,P3,I open the door to my new home. I feel:,-1.322785652933082
Arousal_1P,P3,The adventure of a lifetime is about to begin. I feel:,-1.0328538559855927
Arousal_1P,P3,I am seconds away from seeing the results. I feel:,-0.31011356326184797
Arousal_1P,P3,The crowd roars as I walk out. I feel:,-0.03828234395040012
Arousal_1P,P3,I am about to reveal a surprise I have planned for months. I feel:,-0.6779150295408174
Arousal_1P,P3,The first day of my dream job arrives. I feel:,-0.8398660415224021
Arousal_1P,P3,I am about to skydive for the first time. I feel:,-0.989229557625352
Arousal_1P,P3,The music starts and I step onto the dance floor. I feel:,-0.25956239867890596
Arousal_1P,P3,I am about to taste a cuisine I have never tried. I feel:,-1.3815259903973198
Arousal_1P,P3,The movie I have waited years for begins. I feel:,-0.5925387317642185
Arousal_1P,P3,I am on the threshold of a new chapter. I feel:,0.32399042170534637
Arousal_1P,P4,I defend my dissertation successfully. I feel:,-0.05076952640374305
Arousal_1P,P4,My book is published after years of work. I feel:,-0.2872586532547298
Arousal_1P,P4,I complete my first marathon. I feel:,-0.2327354347526415
Arousal_1P,P4,My startup receives its first funding. I feel:,-0.0947826841393743
Arousal_1P,P4,I graduate at the top of my class. I feel:,0.6235187017276279
Arousal_1P,P4,My research is published in a major journal. I feel:,0.2997598674955884
Arousal_1P,P4,I summit the mountain I have trained years to climb. I feel:,-0.41532327626166177
Arousal_1P,P4,My invention is patented. I feel:,-0.00932292619753371
Arousal_1P,P4,I pass the bar exam on my first attempt. I feel:,0.2948227440110215
Arousal_1P,P4,My artwork is accepted into the exhibition. I feel:,-0.660393105691555
Arousal_1P,P4,I pay off my mortgage early. I feel:,-0.014026018612045109
Arousal_1P,P4,My proposal is accepted by the committee. I feel:,-0.5124532995912089
Arousal_1P,P4,I complete the project ahead of schedule. I feel:,-0.6432229590072286
Arousal_1P,P4,My application to my dream school is accepted. I feel:,-0.35625307842806897
Arousal_1P,P4,I receive the promotion I worked for. I feel:,-0.13939730676339213
Arousal_1P,P4,My code solves a problem no one else could. I feel:,0.44880616947215085
Arousal_1P,P4,I build the house with my own hands. I feel:,-0.24981670505212872
Arousal_1P,P4,My business turns profitable. I feel:,-0.2784121024645966
Arousal_1P,P4,I master a skill I struggled with for years. I feel:,0.8720836806431668
Arousal_1P,P4,My experiment yields the results I predicted. I feel:,-0.07693064800356635
Arousal_1P,P5,My partner tells me they love me for the first time. I feel:,0.6883924166476553
Arousal_1P,P5,I am held tightly by someone who adores me. I feel:,0.7475524481514115
Arousal_1P,P5,My child falls asleep in my arms. I feel:,0.17330066236083086
Arousal_1P,P5,I share a moment of perfect understanding with another. I feel:,1.0189955386473215
Arousal_1P,P5,My loved one forgives me completely. I feel:,1.2337524244510423
Arousal_1P,P5,I reconnect deeply with an estranged family member. I feel:,0.7403173864377458
Arousal_1P,P5,Someone I admire tells me I inspired them. I feel:,0.46253313718724987
Arousal_1P,P5,I exchange vows with my soulmate. I feel:,0.34660533020499207
Arousal_1P,P5,My friend stands by me in my darkest hour. I feel:,0.2484720970473693
Arousal_1P,P5,I am welcomed into a community with open arms. I feel:,0.03209107592421363
Arousal_1P,P5,My mentor tells me they are proud of me. I feel:,0.19882914431993243
Arousal_1P,P5,I make eye contact with someone who truly sees me. I feel:,0.5001642248165439
Arousal_1P,P5,My parent expresses unconditional love. I feel:,0.9979854434185929
Arousal_1P,P5,I am chosen as someone's person. I feel:,0.6478619636884546
Arousal_1P,P5,A stranger shows me unexpected kindness. I feel:,-0.04605824668053756
Arousal_1P,P5,My team rallies around me in support. I feel:,0.27677222232074983
Arousal_1P,P5,I find someone who accepts all of me. I feel:,0.8346845583629655
Arousal_1P,P5,My letter of gratitude brings tears to their eyes. I feel:,-0.11497261257070812
Arousal_1P,P5,I am surrounded by people who believe in me. I feel:,0.4214412111936683
Arousal_1P,P5,My vulnerability is met with tenderness. I feel:,0.5589070814526875
Arousal_1P,P6,I witness the Northern Lights for the first time. I feel:,-0.8601261288913145
Arousal_1P,P6,I stand at the edge of the Grand Canyon. I feel:,-0.6778415704880422
Arousal_1P,P6,The totality of a solar eclipse unfolds above me. I feel:,-0.2998758501701348
Arousal_1P,P6,I gaze upon a masterpiece in its original form. I feel:,-0.055465703691372825
Arousal_1P,P6,The vastness of the ocean stretches before me. I feel:,-0.35712750818831634
Arousal_1P,P6,I see Earth from space. I feel:,-0.3924724976964692
Arousal_1P,P6,The ancient ruins reveal their grandeur. I feel:,-0.5418967510340696
Arousal_1P,P6,A thunderstorm displays nature's raw power. I feel:,-1.5530917746417334
Arousal_1P,P6,I witness a rare wildlife phenomenon. I feel:,-1.3526941687014857
Arousal_1P,P6,The mountain peak reveals a panoramic vista. I feel:,-0.8670212031645635
Arousal_1P,P6,I comprehend the scale of the universe. I feel:,0.7194943145313091
Arousal_1P,P6,A symphony reaches its crescendo. I feel:,-0.709812582679222
Arousal_1P,P6,The newborn opens their eyes for the first time. I feel:,-0.5684839905617713
Arousal_1P,P6,I stand inside a cathedral built centuries ago. I feel:,0.034956180516200495
Arousal_1P,P6,The Milky Way stretches across the dark sky. I feel:,-0.14698949888229382
Arousal_1P,P6,I watch a migration of millions of creatures. I feel:,-0.7049457440908289
Arousal_1P,P6,The complexity of life reveals itself under the microscope. I feel:,0.42134261080527247
Arousal_1P,P6,I enter a rainforest untouched by civilization. I feel:,-0.8105093755516987
Arousal_1P,P6,The first light of dawn breaks over the mountains. I feel:,-0.8833633232351488
Arousal_1P,P6,I realize how improbable my existence is. I feel:,1.1543673724513035
Arousal_1P,P7,The test results come back negative. I feel:,-0.31969848333759243
Arousal_1P,P7,My loved one is found safe after being lost. I feel:,-0.31032144532752054
Arousal_1P,P7,The surgery is successful. I feel:,-0.3577499199911003
Arousal_1P,P7,The charges against me are dropped. I feel:,-0.1381672329093332
Arousal_1P,P7,The deadline is extended at the last moment. I feel:,-0.9360567916068447
Arousal_1P,P7,My flight lands safely through the storm. I feel:,-1.2591280934423335
Arousal_1P,P7,The crisis passes without harm. I feel:,0.21644269045141143
Arousal_1P,P7,My debt is finally paid off. I feel:,-0.1356615637648762
Arousal_1P,P7,The conflict is resolved peacefully. I feel:,-0.5376866857532566
Arousal_1P,P7,My missing pet returns home. I feel:,-0.6195803291368632
Arousal_1P,P7,The burden I carried for years lifts. I feel:,0.8166569611370373
Arousal_1P,P7,My application is approved after many rejections. I feel:,0.5939585874338063
Arousal_1P,P7,The misunderstanding is finally cleared up. I feel:,0.18512273304758534
Arousal_1P,P7,I escape the danger just in time. I feel:,-1.1497108847170507
Arousal_1P,P7,My treatment is complete and successful. I feel:,0.14741476029172415
Arousal_1P,P7,The audit finds no issues. I feel:,-0.8479688068073264
Arousal_1P,P7,My secret fear turns out to be unfounded. I feel:,-0.4203031752851904
Arousal_1P,P7,The nightmare ends and I wake up safe. I feel:,-0.4840691095513294
Arousal_1P,P7,My family member recovers from illness. I feel:,-0.28842409775354355
Arousal_1P,P7,The long wait is finally over. I feel:,-0.5666321724854835
Arousal_1P,P8,My child graduates with honors. I feel:,0.16209881179730218
Arousal_1P,P8,I stand back and admire what I have built. I feel:,0.16279808353493427
Arousal_1P,P8,My student surpasses my expectations. I feel:,-0.47835524979302485
Arousal_1P,P8,I make a difference in someone's life. I feel:,0.28484002149962073
Arousal_1P,P8,My work is recognized by my peers. I feel:,0.544392670983251
Arousal_1P,P8,I keep a difficult promise. I feel:,0.4296985024832989
Arousal_1P,P8,My garden yields an abundant harvest. I feel:,-0.49371579972220586
Arousal_1P,P8,I help someone achieve their dream. I feel:,-0.2474148257901937
Arousal_1P,P8,My advice proves to be exactly right. I feel:,0.4700340723038613
Arousal_1P,P8,I overcome a personal limitation. I feel:,0.4093653591291162
Arousal_1P,P8,My creation brings joy to others. I feel:,0.22066452026502495
Arousal_1P,P8,I finish exactly what I set out to do. I feel:,0.8358037760573065
Arousal_1P,P8,My integrity is tested and I hold firm. I feel:,0.3939305943955882
Arousal_1P,P8,I teach a skill that will outlast me. I feel:,-0.0007977965508707467
Arousal_1P,P8,My organization achieves its mission. I feel:,0.14589232394212917
Arousal_1P,P8,I leave a place better than I found it. I feel:,-0.14149636896638176
Arousal_1P,P8,My reputation is earned through honest work. I feel:,0.3385311323294803
Arousal_1P,P8,I see the positive impact of my choices. I feel:,0.08635078904494767
Arousal_1P,P8,My legacy continues through those I mentored. I feel:,0.5629997281309679
Arousal_1P,P8,I did the right thing when it was hard. I feel:,0.5856198261247397
Arousal_1P,P9,The perfect meal melts in my mouth. I feel:,-0.44039615338572674
Arousal_1P,P9,The warm bath soothes my tired muscles. I feel:,-0.7075599895444289
Arousal_1P,P9,The massage releases all tension from my body. I feel:,-0.39073877839912874
Arousal_1P,P9,I stretch after a long sleep and my body awakens. I feel:,-0.02213014424979867
Arousal_1P,P9,The cool breeze touches my skin on a hot day. I feel:,-0.8045601999456665
Arousal_1P,P9,I sink into a perfectly comfortable bed. I feel:,-0.07054656255970437
Arousal_1P,P9,The first bite of chocolate dissolves on my tongue. I feel:,-0.5652632292801134
Arousal_1P,P9,"My thirst is quenched by cold, clear water. I feel:",-0.5332591403618095
Arousal_1P,P9,The sun warms my face after a long winter. I feel:,-0.751884516927626
Arousal_1P,P9,I float weightlessly in calm water. I feel:,-0.06459491816520448
Arousal_1P,P9,The endorphins rush through me after exercise. I feel:,-0.3048819737732036
Arousal_1P,P9,My hunger is satisfied by a delicious meal. I feel:,-0.6863680604875343
Arousal_1P,P9,The soft fabric wraps around me. I feel:,0.014983656620343462
Arousal_1P,P9,I breathe in the fresh mountain air. I feel:,-0.7759350007295522
Arousal_1P,P9,The rhythm of dancing energizes my body. I feel:,-0.5548604852368465
Arousal_1P,P9,I take off my shoes after a long day. I feel:,-0.5989589169414915
Arousal_1P,P9,The perfect coffee hits my palate. I feel:,-0.5640857935230277
Arousal_1P,P9,My body relaxes completely after tension releases. I feel:,-0.1320383899629742
Arousal_1P,P9,The warmth of the fireplace envelops me. I feel:,-0.17155104708876434
Arousal_1P,P9,I feel the pleasant fatigue after a good workout. I feel:,-0.6293640370677
Arousal_1P,P10,I plunge down the roller coaster's first drop. I feel:,-1.1286580643327984
Arousal_1P,P10,The parachute opens and I float above the world. I feel:,-0.2810898562419437
Arousal_1P,P10,I ride the wave perfectly to shore. I feel:,-0.39786308471995274
Arousal_1P,P10,The bungee cord snaps me back up. I feel:,-0.4751906156614297
Arousal_1P,P10,I accelerate to top speed on the open road. I feel:,-0.764870193117703
Arousal_1P,P10,I zip line across the canyon. I feel:,-1.0841328093321414
Arousal_1P,P10,The crowd's energy pulses through me at the concert. I feel:,-0.6663612506620383
Arousal_1P,P10,I ski down the untouched powder slope. I feel:,-0.4018140657661064
Arousal_1P,P10,The motorcycle leans into the perfect curve. I feel:,-0.5325120043579659
Arousal_1P,P10,I leap from the cliff into crystal water. I feel:,-0.18688915119626404
Arousal_1P,P10,The wind rushes past as I freefall. I feel:,-0.35833671070313516
Arousal_1P,P10,I complete the difficult climb and reach the top. I feel:,-0.8340690742829228
Arousal_1P,P10,The rapids carry my kayak through the canyon. I feel:,-0.8763015805486071
Arousal_1P,P10,I nail the trick I have practiced for months. I feel:,0.1096050633743038
Arousal_1P,P10,The jet takes off and pushes me into my seat. I feel:,-0.8479928397073085
Arousal_1P,P10,I catch massive air on the jump. I feel:,-0.5580150930642562
Arousal_1P,P10,The swing reaches its highest point. I feel:,-0.6846920050351193
Arousal_1P,P10,I race through the finish line at full speed. I feel:,-0.6831717351733634
Arousal_1P,P10,The thundering hooves carry me across the field. I feel:,-0.42969736885594123
Arousal_1P,P10,I dive into the adventure headfirst. I feel:,-0.8056306968553479
Random_1P,N1,The capital of France is Paris. I feel:,-1.094244563828561
Random_1P,N1,Water freezes at zero degrees Celsius. I feel:,-1.0192931536162813
Random_1P,N1,The Earth orbits around the Sun. I feel:,-0.29140772938370174
Random_1P,N1,Elephants are the largest land mammals. I feel:,-0.6624000291820874
Random_1P,N1,The Pacific Ocean is the largest ocean. I feel:,-1.0916593896187545
Random_1P,N1,A triangle has three sides. I feel:,0.236307771665483
Random_1P,N1,Birds have feathers and wings. I feel:,-0.6213151316781231
Random_1P,N1,"The speed of light is approximately 300,000 kilometers per second. I feel:",-0.27822432339073283
